title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
V.I.E Treasury Sales,Société Générale,"Paris, France",V.I.E,2023-10-01,Master's degree in Finance or related field,Financial analysis; Client relationship management; Presentation skills,English; French,"€30,000 - €35,000","As a V.I.E in Treasury Sales, you will be responsible for supporting the sales team in managing client relationships and providing financial solutions. You will assist in the preparation of presentations and proposals, and help in the execution of transactions.",https://skema.jobteaser.com/en/job-offers/ab05ac99-8678-4168-b57f-4eeebbecd8cb-societe-generale-v-i-e-treasury-sales
Business Developer H/F,Groupe SII,"Paris, France",CDI,2023-10-01,Bachelor's degree in Business or related field,Sales; Business Development; Client Relationship Management; Negotiation,French; English,"40,000 - 50,000 EUR","As a Business Developer at Groupe SII, you will be responsible for identifying new business opportunities, building relationships with clients, and driving sales growth. You will work closely with the sales and marketing teams to develop strategies that align with our business goals.",https://skema.jobteaser.com/en/job-offers/296ada62-c813-4211-974f-ed1ad00a9924-groupe-sii-vie-business-developer-h-f
Chargé(e) de Communication,Société Générale,"Paris, France",CDI,2023-10-01,Bachelor's degree in Communication or related field,Excellent written and verbal communication skills; Proficiency in digital marketing tools; Strong organizational skills,French; English,"40,000 - 50,000 EUR","Société Générale is looking for a Chargé(e) de Communication to join their team in Paris. The role involves developing communication strategies, managing internal and external communications, and ensuring brand consistency across all platforms.",https://skema.jobteaser.com/en/job-offers/15db771b-1a6e-41fd-923d-529034443967-societe-generale-vie-charge-e-de-communication
VIE - Anti Money Laundering Officer,Société Générale,"Paris, France",VIE,2023-10-01,"Bachelor's degree in Finance, Law, or related field",Analytical skills; Attention to detail; Knowledge of AML regulations,English; French,Not specified,"As an Anti Money Laundering Officer, you will be responsible for monitoring transactions, conducting investigations, and ensuring compliance with regulations to prevent money laundering activities.",https://skema.jobteaser.com/en/job-offers/bad24ab0-200f-4fee-ad1f-a976459eb156-societe-generale-v-i-e-anti-money-laundering-officer
Securitization Support Analyst H/F,Credit Agricole Corporate Investment Bank,"Paris, France",Permanent,2023-10-01,"Bachelor's degree in Finance, Economics, or related field",Financial modeling; Data analysis; Attention to detail; Communication skills,English; French,Not specified,"As a Securitization Support Analyst, you will be responsible for assisting in the structuring and execution of securitization transactions, providing analytical support, and ensuring compliance with regulatory requirements.",https://skema.jobteaser.com/en/job-offers/973e6495-63e8-4621-a78e-6b681034d725-credit-agricole-corporate-investment-bank-securitization-support-analyst-h-f
V.I.E Banking Process Analyst,Société Générale,"Paris, France",V.I.E,2023-10-01,Master's degree in Finance or related field,Analytical skills; Process improvement; Project management; Communication skills,English; French,Not specified,"As a Banking Process Analyst, you will be responsible for analyzing and improving banking processes, ensuring compliance with regulations, and collaborating with various teams to enhance operational efficiency.",https://skema.jobteaser.com/en/job-offers/4a2c5010-5b84-42b2-bcac-03a71a456e19-societe-generale-v-i-e-banking-process-analyst
Talent Acquisition Specialist - VIE,Groupe SII,Brussels,VIE,Not specified,Bachelor's degree or higher,Recruitment; Communication; Interpersonal skills; Organizational skills,English; French,Not specified,"As a Talent Acquisition Specialist, you will be responsible for managing the recruitment process from A to Z, ensuring a positive candidate experience, and collaborating with hiring managers to understand their needs.",https://skema.jobteaser.com/en/job-offers/0439b6a9-c29b-4bf5-bcef-4f9044219058-groupe-sii-talent-acquisition-specialist-vie-brussels
Transformation Project Manager,Air Liquide,France,VIE,2023-10-01,Master's degree in Engineering or Business,Project Management; Data Analysis; Stakeholder Engagement,English; French,Not specified,"As a Transformation Project Manager, you will lead various projects aimed at improving operational efficiency and driving innovation within the company. Your role will involve collaborating with cross-functional teams and stakeholders to ensure successful project delivery.",https://skema.jobteaser.com/en/job-offers/8fed4758-114b-4eb2-848e-cf2c75f434ae-air-liquide-vie-transformation-project-manager
Structured Finance Analyst - Rail (M/F/D),Credit Agricole Corporate Investment Bank,"Paris, France",Permanent,2023-10-01,Master's degree in Finance or related field,Financial analysis; Modeling; Project finance,English; French,Not specified,"As a Structured Finance Analyst in the Rail sector, you will be responsible for analyzing financial data, preparing reports, and supporting the structuring of financing solutions for rail projects.",https://skema.jobteaser.com/en/job-offers/f89325d3-e4de-48f1-9a25-097f9fa63ad6-credit-agricole-corporate-investment-bank-structured-finance-analyst-rail-m-f-d-h-f
Leveraged Finance Analyst (M/F/D),Credit Agricole Corporate Investment Bank,"Paris, France",Full-time,2023-10-01,Master's degree in Finance or related field,Financial modeling; Valuation techniques; Market analysis,English; French,Competitive salary,"As a Leveraged Finance Analyst, you will be involved in the analysis and execution of leveraged finance transactions. You will work closely with senior bankers and clients to develop financial models, conduct market research, and prepare presentations.",https://skema.jobteaser.com/en/job-offers/f0976147-0f93-44f5-a6c4-f635f6c3cd5d-credit-agricole-corporate-investment-bank-leveraged-finance-analyst-m-f-d
Digital Value Analyst,UCB,"Brussels, Belgium",VIE,2023-10-01,"Master's degree in Business, Data Science, or related field",Data analysis; Digital marketing; Statistical software; Excel; SQL,English; French,Not specified,"As a Digital Value Analyst, you will be responsible for analyzing digital data to drive business decisions and improve customer engagement. You will work closely with cross-functional teams to develop insights and strategies based on data analysis.",https://skema.jobteaser.com/en/job-offers/4d194d4c-6e23-4419-9a37-ba54c2f3655d-ucb-vie-digital-value-analyst
VIE - Data Engineer,Schneider Electric,"Budapest, Hungary",VIE,2023-10-01,"Master's degree in Computer Science, Data Science, or a related field",Python; SQL; Data Warehousing; ETL processes; Data Visualization,English; Hungarian,Not specified,"As a Data Engineer at Schneider Electric, you will be responsible for designing and implementing data pipelines, ensuring data quality, and supporting data analytics initiatives. You will work closely with data scientists and business stakeholders to understand their data needs and provide solutions that drive business value.",https://skema.jobteaser.com/en/job-offers/15b70e22-2484-4443-bb2f-667d2833b9e0-schneider-electric-vie-data-engineer-budapest
VIE - Finance Reporting and Controlling Officer,Société Générale,"Paris, France",VIE,2023-10-01,Master's degree in Finance or related field,Financial analysis; Reporting; Controlling; Excel; Data analysis,English; French,Not specified,"As a Finance Reporting and Controlling Officer, you will be responsible for preparing financial reports, analyzing financial data, and ensuring compliance with regulations. You will work closely with various departments to provide insights and support decision-making processes.",https://skema.jobteaser.com/en/job-offers/15a2629d-5437-4e4e-bc1b-58b5d53b747c-societe-generale-v-i-e-finance-reporting-and-controlling-officer
Ingénieur(e) Commercial(e) en Vie,Manergy,Madrid,CDI,2023-10-01,Master's degree in Business or Engineering,Sales strategy development; Client relationship management; Market analysis,Spanish; English; French,"30,000 - 40,000 EUR","Manergy is looking for a dynamic and motivated Commercial Engineer to join our team in Madrid. The successful candidate will be responsible for developing and managing client relationships, identifying new business opportunities, and ensuring customer satisfaction.",https://skema.jobteaser.com/en/job-offers/d651b767-9988-40d9-9c4c-4e02092c29ec-manergy-ingenieur-e-commercial-e-en-vie-madrid
V.I.E - IT Trading Support,Société Générale,"London, United Kingdom",V.I.E,2023-10-01,Bachelor's degree in Computer Science or related field,Technical support; Troubleshooting; Knowledge of trading systems,English; French,Not specified,"As part of the IT Trading Support team, you will be responsible for providing technical support to traders and ensuring the smooth operation of trading systems. You will work closely with various teams to troubleshoot issues and implement solutions.",https://skema.jobteaser.com/en/job-offers/b894076a-61fa-492f-b9a6-3b086bf353b9-societe-generale-v-i-e-it-trading-support
V.I.E KYT Officer,Société Générale,"Paris, France",V.I.E,2023-10-01,Master's degree in Finance or related field,Analytical skills; Attention to detail; Communication skills,English; French,"€30,000 - €35,000","As a V.I.E KYT Officer, you will be responsible for ensuring compliance with regulations and internal policies. You will work closely with various teams to monitor and report on compliance issues.",https://skema.jobteaser.com/en/job-offers/1920bf1b-3958-4ff9-a01d-9f7c25d2069b-societe-generale-v-i-e-kyt-officer
V.I.E EAP Cluster Business Analyst,Air Liquide,France,V.I.E,2023-10-01,Master's degree in Business Administration or related field,Data analysis; Business process modeling; Project management,English; French,Not specified,"As a Business Analyst in the EAP Cluster, you will be responsible for analyzing business processes and providing insights to improve efficiency and effectiveness. You will work closely with various teams to gather requirements and implement solutions.",https://skema.jobteaser.com/en/job-offers/86626436-3b5c-4c92-8f08-bced95380a4b-air-liquide-v-i-e-eap-cluster-business-analyst
GBH - VIE Responsable Informatique de Filiales,GBH,Île Maurice,VIE,2023-10-01,Bac +5 en informatique ou équivalent,Gestion de projets; Supervision des systèmes informatiques; Gestion de budgets,Français; Anglais,Not specified,"Nous recherchons un Responsable Informatique de Filiales pour rejoindre notre équipe à l'île Maurice. Le candidat idéal aura une expérience en gestion de projets informatiques et une forte capacité à travailler en équipe. Les responsabilités incluent la supervision des systèmes informatiques, la gestion des budgets et la coordination avec les équipes locales.",https://skema.jobteaser.com/en/job-offers/fc0da60e-6eb1-444d-8896-cc2a94c0df43-gbh-vie-responsable-informatique-de-filiales-ile-maurice
Coordinateur Informatique,GBH,Maroc,VIE,2023-10-01,Bac +3 en informatique ou équivalent,Gestion de projet; Support technique; Administration des systèmes,Français; Anglais,Not specified,"En tant que Coordinateur Informatique, vous serez responsable de la gestion des systèmes informatiques de l'entreprise, de l'assistance technique aux utilisateurs et de la mise en œuvre de nouveaux outils numériques.",https://skema.jobteaser.com/en/job-offers/d21b179c-1275-4c44-9265-d8fe9beb4f36-gbh-vie-coordinateur-informatique-maroc
VIE Operations and Supply Chain Coordinator,Air Liquide,France,VIE,2023-10-01,Master's degree in Supply Chain Management or related field,Analytical skills; Project management; Communication skills; Problem-solving,English; French,Not specified,"As a VIE Operations and Supply Chain Coordinator, you will be responsible for coordinating various supply chain activities, ensuring efficient operations, and supporting the team in achieving operational excellence.",https://skema.jobteaser.com/en/job-offers/bc87813a-269a-4ce8-97f1-9d3af8609629-air-liquide-vie-operations-and-supply-chain-coordinator
VIE - Data Scientist,Société Générale,"Paris, France",VIE,2023-10-01,Master's degree in Data Science or related field,Python; R; Machine Learning; Data Analysis,English; French,"€35,000 - €45,000","As a Data Scientist at Société Générale, you will be responsible for analyzing large datasets to derive actionable insights. You will work closely with various teams to develop predictive models and improve decision-making processes. The role requires strong analytical skills and proficiency in programming languages such as Python and R.",https://skema.jobteaser.com/en/job-offers/e8b3929b-f70e-4723-8cad-dabff01bc9c8-societe-generale-v-i-e-data-scientist
Business Strategy Analyst VIE,Papernest,Barcelona,VIE,Not specified,"Master's degree in Business, Economics, or related field",Analytical skills; Strategic thinking; Data analysis; Project management,English; Spanish,Not specified,"As a Business Strategy Analyst at Papernest, you will be responsible for analyzing market trends, developing strategic initiatives, and supporting the management team in decision-making processes.",https://skema.jobteaser.com/en/job-offers/4829e244-8633-4a6c-871d-eda3f83c86c3-papernest-business-strategy-analyst-vie-barcelone
V.I.E Junior Business Administration Specialist - Billing Tool Deployer,Air Liquide,France,V.I.E,2023-10-01,Bachelor's degree in Business Administration or related field,Project management; Data analysis; Communication skills,English; French,Not specified,"As a Junior Business Administration Specialist, you will be responsible for deploying billing tools and ensuring their effective use across the organization. You will work closely with various departments to streamline processes and improve efficiency.",https://skema.jobteaser.com/en/job-offers/2ddc6c1d-7ae1-4f5e-a909-55d5489445e4-air-liquide-v-i-e-junior-business-administration-specialist-billing-tool-deployer
HSE Specialist,Air Liquide,France,VIE,2023-10-01,Master's degree in Environmental Science or related field,Risk assessment; Regulatory compliance; Safety management systems,English; French,Not specified,"As an HSE Specialist at Air Liquide, you will be responsible for ensuring compliance with health, safety, and environmental regulations. You will work closely with various teams to promote a culture of safety and sustainability within the organization.",https://skema.jobteaser.com/en/job-offers/287a29a7-9522-43c6-8f12-ce5c6064e894-air-liquide-vie-hse-specialist
IT Project Manager,Air Liquide,France,VIE,2023-10-01,Master's degree in IT or related field,Project management; Agile methodologies; Communication skills; Problem-solving,English; French,Not specified,"As an IT Project Manager at Air Liquide, you will be responsible for managing IT projects from inception to completion. You will work closely with various stakeholders to ensure project objectives are met on time and within budget. Your role will involve planning, executing, and finalizing projects according to strict deadlines and within budget.",https://skema.jobteaser.com/en/job-offers/8c4767aa-4adf-4386-85da-5fbf440f2ecf-air-liquide-vie-it-project-manager
V.I.E - Quantitative Commodities Strategist,Société Générale,"Paris, France",V.I.E,2023-10-01,"Master's degree in Finance, Mathematics, or a related field","Quantitative analysis; Statistical modeling; Programming (Python, R); Data analysis",English; French,Competitive salary,"As a Quantitative Commodities Strategist, you will be responsible for developing and implementing quantitative models to support trading strategies in the commodities market. You will work closely with traders and other stakeholders to analyze market data and provide insights that drive decision-making.",https://skema.jobteaser.com/en/job-offers/741738cd-4a4a-4971-b886-bdcbb7193deb-societe-generale-v-i-e-quantitative-commodities-strategist
Chargé(e) de Projet Transformation Digitale,Vinci Construction,France,VIE,2023-10-01,Master's degree in Business or IT,Project management; Digital transformation; Data analysis; Communication,French; English,Not specified,Vinci Construction is looking for a Chargé(e) de Projet Transformation Digitale to lead digital transformation projects. The role involves collaborating with various teams to implement innovative solutions and improve operational efficiency.,https://skema.jobteaser.com/en/job-offers/6c2d6479-7f11-4cc9-9d1a-bb309090b984-vinci-construction-vie-charge-e-de-projet-transformation-digitale-f-h
V.I.E - Enterprise Risk Management Officer,Société Générale,"Paris, France",V.I.E,2023-10-01,"Master's degree in Finance, Risk Management, or related field",Analytical skills; Risk assessment; Financial modeling; Communication skills,English; French,Not specified,"As a V.I.E - Enterprise Risk Management Officer, you will be responsible for supporting the risk management team in identifying, assessing, and mitigating risks across the organization. You will work closely with various departments to ensure compliance with regulatory requirements and internal policies.",https://skema.jobteaser.com/en/job-offers/9d2774af-4f57-4967-b807-0ec94c2471c5-societe-generale-v-i-e-enterprise-risk-management-officer
V.I.E Business Manager Analyst - Fixed Income APAC,Société Générale,Hong Kong,V.I.E,2023-10-01,Master's degree in Finance or related field,Analytical skills; Financial modeling; Project management,English; Mandarin,Not specified,"As a Business Manager Analyst in the Fixed Income team, you will support the management of the business and contribute to the development of the business strategy. You will be involved in various projects and initiatives aimed at improving operational efficiency and enhancing client service.",https://skema.jobteaser.com/en/job-offers/033dc6c7-d1b2-4229-8235-c6189e3129f3-societe-generale-v-i-e-business-manager-analyst-fixed-income-apac
VIE Bulk Logistics Continuous Improvement Analyst,Air Liquide,France,VIE,2023-10-01,Master's degree in Engineering or Business,Analytical skills; Project management; Process improvement methodologies,English; French,Not specified,"As a Continuous Improvement Analyst, you will be responsible for identifying and implementing process improvements in bulk logistics operations. You will work closely with various teams to enhance efficiency and reduce costs.",https://skema.jobteaser.com/en/job-offers/4e423dfb-8ed7-40bc-abd0-5d35ef664c43-air-liquide-vie-bulk-logistics-continuous-improvement-analyst
Assistant Software Engineer,Credit Agricole Corporate Investment Bank,"Paris, France",Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Java; Python; SQL; Agile methodologies,English; French,Not specified,"As an Assistant Software Engineer, you will be involved in the development and maintenance of software applications. You will work closely with the development team to design, implement, and test software solutions.",https://skema.jobteaser.com/en/job-offers/47c8870e-f96b-4c06-a924-dfd0b1395ff3-credit-agricole-corporate-investment-bank-assistant-software-engineer
V.I.E - KYC Registration Officer,Société Générale,Taïwan,V.I.E,2023-10-01,"Bachelor's degree in Finance, Business Administration, or related field",Analytical skills; Attention to detail; Knowledge of KYC regulations,English; Mandarin,Not specified,"As a KYC Registration Officer, you will be responsible for ensuring compliance with KYC regulations and performing due diligence on clients.",https://skema.jobteaser.com/en/job-offers/c82524ac-bd50-4f6e-94c8-8fab3eb900cf-societe-generale-v-i-e-ta-kyc-registration-officer
Lean Manufacturing Engineer (VIE),Forvia Faurecia,France,VIE,2023-10-01,Master's degree in Engineering or related field,Lean Manufacturing; Six Sigma; Project Management; Data Analysis,English; French,Not specified,"As a Lean Manufacturing Engineer, you will be responsible for implementing lean principles and methodologies to improve production efficiency and reduce waste.",https://skema.jobteaser.com/en/job-offers/43527d07-5646-4b5f-a7f3-bfb2da265c39-forvia-faurecia-lean-manufacturing-engineervie
VIE - Chargé(e) de stratégie d'inspection et de maintenance H/F,TotalEnergies,Belgique,VIE,Not specified,Master's degree in Engineering or related field,Analytical skills; Project management; Communication skills,French; English,Not specified,The role involves developing and implementing inspection and maintenance strategies for TotalEnergies' assets in Belgium. You will work closely with various teams to ensure compliance with safety and operational standards.,https://skema.jobteaser.com/en/job-offers/b174977d-3d15-42a9-baca-456b07a2830d-totalenergies-vie-_-charge-e-strategie-d-inspection-et-de-maintenance-h-f-_-belgique
VIE Pangeo Site Commissioning Engineer - Turn Over Package (M/W),Veolia,"Pangeo, France",VIE,2023-10-01,Master's degree in Engineering or related field,Project management; Technical analysis; Problem-solving; Communication,English; French,Not specified,"As a VIE Pangeo Site Commissioning Engineer, you will be responsible for overseeing the commissioning process of various projects, ensuring that all systems are operational and meet the required specifications. You will work closely with project managers and technical teams to facilitate a smooth transition from construction to operation.",https://skema.jobteaser.com/en/job-offers/24237ae7-e661-4b88-b30e-fc2c5a19a0ae-veolia-vie-pangeo-site-commissioning-engineer-turn-over-package-m-w
Consultant Validation Systèmes Informatisés (VSI) H/F,Fortil,"Lyon, France",CDI,2023-10-01,Master's degree in a relevant field,Validation of IT systems; Knowledge of GxP regulations; Project management,French; English,Competitive salary,Fortil is looking for a Consultant Validation Systèmes Informatisés (VSI) to join our team in Lyon. The role involves ensuring compliance with regulatory requirements and validating IT systems in the pharmaceutical industry.,https://skema.jobteaser.com/en/job-offers/dfe364f1-2068-496d-89c4-8ea2ae07d169-fortil-consultant-validation-systemes-informatises-vsi-h-f
Chargé de missions maintenance F/H,Keolis,France,VIE,2023-10-01,Master's degree in Engineering or related field,Project management; Analytical skills; Communication skills,French; English,"€30,000 - €35,000",Keolis is looking for a Chargé de missions maintenance F/H to join our team. The role involves overseeing maintenance operations and ensuring compliance with safety standards.,https://skema.jobteaser.com/en/job-offers/33ca6622-0ccd-4774-ac3a-2343c9848cd3-keolis-vie-charge-de-missions-maintenance-f-h
VIE - Ingénieur Qualité,Schneider Electric,"Dunavecse, Hungary",VIE,2023-10-01,Master's degree in Engineering or related field,Quality management; Problem-solving; Data analysis; Project management,English; Hungarian,Not specified,"As a Quality Engineer, you will be responsible for ensuring the quality of our products and processes. You will work closely with cross-functional teams to identify areas for improvement and implement solutions.",https://skema.jobteaser.com/en/job-offers/221c6414-6b1e-4ab3-b53c-48090b8001f4-schneider-electric-vie-ingenieur-qualite-dunavecse
VIE - 12 months - Fund Controller (F/M),Natixis,Luxembourg,VIE,Not specified,Master's degree in Finance or Accounting,Financial analysis; Accounting principles; Regulatory compliance,English; French,Not specified,"As a Fund Controller, you will be responsible for the financial reporting of the funds, ensuring compliance with regulations, and providing support to the investment teams. You will also be involved in the preparation of financial statements and liaising with auditors.",https://skema.jobteaser.com/en/job-offers/6fef14c6-21b0-43c0-9b1b-2da4211bb59f-natixis-vie-12-months-fund-controller-f-m-luxembourg
Service Manager,TotalEnergies,Various Locations,VIE,2023-10-01,Bachelor's Degree in Engineering or related field,Project Management; Customer Service; Technical Support,English; French,Competitive,"As a Service Manager at TotalEnergies, you will be responsible for overseeing service operations, ensuring customer satisfaction, and managing service teams.",https://skema.jobteaser.com/en/job-offers/964a1ed3-c0d3-479d-98cf-e8e4c7fe3fe2-totalenergies-vie-service-manager
B2B Marketing Campaigns Manager - VIE,Papernest,Barcelona,VIE,2023-10-01,Bachelor's degree in Marketing or related field,Digital Marketing; Campaign Management; Data Analysis; Content Creation,English; Spanish,Not specified,"As a B2B Marketing Campaigns Manager at Papernest, you will be responsible for developing and executing marketing campaigns aimed at businesses. Your role will involve collaborating with various teams to create effective strategies that drive engagement and conversion. You will analyze campaign performance and optimize for better results.",https://skema.jobteaser.com/en/job-offers/03ec0349-0bac-4949-bfb3-97e5f4d1a93a-papernest-b2b-marketing-campaigns-manager-vie-barcelone
VIE - Bid Service,TotalEnergies,"La Défense, France",VIE,2023-10-01,Master's degree in Business Administration or Engineering,Project Management; Communication; Analytical Skills,English; French,Not specified,"As a Bid Service VIE, you will support the Bid Manager in the preparation of bids for various projects. Your role will involve coordinating with different teams, ensuring compliance with client requirements, and contributing to the overall bid strategy.",https://skema.jobteaser.com/en/job-offers/df52cdc7-9d10-4374-a69b-a8d4af914561-totalenergies-vie-bid-service
Chargé(e) de conformité,Société Générale,"Paris, France",CDI,2023-10-01,Bac +5,Analyse des risques; Réglementation financière; Communication; Esprit d'équipe,Français; Anglais,Not specified,"En tant que Chargé(e) de conformité, vous serez responsable de la mise en œuvre des politiques de conformité et de la gestion des risques réglementaires au sein de l'entreprise.",https://skema.jobteaser.com/en/job-offers/fb50ef4c-d390-4cb4-abb8-79de847b4b09-societe-generale-vie-charge-e-de-conformite
Change Manager,VINCI Construction,Colombia,Full-time,2023-10-01,Bachelor's degree in Engineering or related field,Project management; Change management; Risk assessment; Communication,English; Spanish,Not specified,"As a Change Manager, you will be responsible for managing change processes within the project, ensuring that all changes are documented, assessed, and communicated effectively. You will work closely with project teams to identify potential impacts of changes and develop strategies to mitigate risks.",https://skema.jobteaser.com/en/job-offers/a876265c-d737-4fd3-90b7-ed6cc7564735-vinci-construction-change-manager-colombia
V.I.E 12 months - Global Trade (F/M),Natixis,Dubai,V.I.E,Not specified,"Master's degree in Finance, Business Administration or related field",Strong analytical skills; Excellent communication skills; Ability to work in a team; Knowledge of trade finance products,English; Arabic is a plus,Not specified,"As part of the Global Trade team, you will be responsible for supporting the development of trade finance solutions for our clients in the Middle East region.",https://skema.jobteaser.com/en/job-offers/3e2e4bd8-e194-47b5-b948-8115aba9df33-natixis-v-i-e-12-months-global-trade-f-m-dubai
Legal Assistant (F/M),Credit Agricole Corporate Investment Bank,"Paris, France",Internship,2023-10-01,Bachelor's degree in Law or related field,Legal research; Document drafting; Analytical skills,English; French,Not specified,"As a Legal Assistant, you will support the legal team in various tasks including drafting documents, conducting legal research, and assisting in compliance matters.",https://skema.jobteaser.com/en/job-offers/9134221b-f5af-4f8c-bcae-9a872238fc3b-credit-agricole-corporate-investment-bank-legal-assistant-f-m
VIE Pangeo Site Commissioning Engineer - Process (M/W),Veolia,"Pangeo, France",VIE,2023-10-01,Master's degree in Engineering or related field,Process engineering; Project management; Problem-solving; Communication,English; French,Not specified,"As a Site Commissioning Engineer, you will be responsible for overseeing the commissioning of new processes and ensuring they meet operational standards. You will work closely with project teams to ensure successful implementation and compliance with safety regulations.",https://skema.jobteaser.com/en/job-offers/4e66103f-c3b5-40a4-9324-3136f8852888-veolia-vie-pangeo-site-commissioning-engineer-process-m-w
V.I.E Business Analyst,Air Liquide,France,V.I.E,2023-10-01,Master's degree in Business Administration or related field,Data analysis; Business process modeling; Project management,English; French,Not specified,"As a Business Analyst at Air Liquide, you will be responsible for analyzing business processes and providing insights to improve efficiency and effectiveness. You will work closely with various departments to gather requirements and develop solutions.",https://skema.jobteaser.com/en/job-offers/09bd9a59-2c3a-4678-96bc-ebcc647191fc-air-liquide-v-i-e-business-analyst
VIE - Ingénieur Méthodes Inspection Optimisation H/F,TotalEnergies,Congo,VIE,Not specified,Master's degree in Engineering or related field,Knowledge of inspection techniques; Analytical skills; Project management,French; English,Not specified,TotalEnergies is looking for a VIE - Ingénieur Méthodes Inspection Optimisation H/F to join our team in Congo. The role involves optimizing inspection methods and ensuring compliance with safety standards.,https://skema.jobteaser.com/en/job-offers/f099765b-8d33-4137-8431-cdc0d9aff5dc-totalenergies-vie-_-ingenieur-methodes-inspection-optimisation-h-f-_-congo
Acheteur industriel H/F,Thales,"Ulm, Allemagne",VIE,Not specified,"Master's degree in Business, Engineering or related field",Negotiation skills; Analytical skills; Project management; Communication skills,English; German,Not specified,"Thales is a global technology leader in the aerospace, transport, defence and security markets. We are looking for an industrial buyer to join our team in Ulm, Germany. The role involves managing the procurement process, negotiating contracts, and ensuring the best value for the company.",https://skema.jobteaser.com/en/job-offers/000a3707-dfcf-4ad6-b168-c5db662b2d1c-thales-vie-allemagne-ulm-acheteur-industriel-h-f
VIE - Product Development and Positioning Specialist,Société Générale,"Paris, France",VIE,2023-10-01,Master's degree in Business or related field,Product management; Market analysis; Project management; Communication skills,English; French,Not specified,"As a Product Development and Positioning Specialist, you will be responsible for developing and positioning new products in the market. You will work closely with various teams to ensure successful product launches and ongoing product management.",https://skema.jobteaser.com/en/job-offers/3a0a7f3b-9785-408a-a2a0-ae733319d314-societe-generale-v-i-e-product-development-and-positioning-specialist
V.I.E Support opérationnel Salle des Marchés,Société Générale,"Paris, France",V.I.E,2023-10-01,Master's degree in Finance or related field,Strong analytical skills; Proficiency in Excel; Knowledge of financial markets,English; French,"€30,000 - €35,000",Join Société Générale as a V.I.E in the operational support of the trading floor. You will be responsible for ensuring the smooth operation of trading activities and supporting traders in their daily tasks.,https://skema.jobteaser.com/en/job-offers/44f91753-c276-4047-8336-9ea237a35680-societe-generale-v-i-e-support-operationnel-salle-des-marches
VIE Marketing & Sales Operations Support,Thales,"Seoul, South Korea",VIE,2023-10-01,"Bachelor's degree in Business, Marketing, or related field",Data analysis; Project management; Communication skills; Proficiency in Microsoft Office Suite,English; Korean,Not specified,"As a VIE Marketing & Sales Operations Support, you will be responsible for supporting the marketing and sales operations team in various tasks, including data analysis, reporting, and project management.",https://skema.jobteaser.com/en/job-offers/e9f5ac24-c7b3-4dd9-ac6e-f6dcd502aced-thales-vie-markting-sales-operations-support-seoul
V.I.E Junior FIG Coverage Support,Société Générale,"Paris, France",V.I.E,2023-10-01,Master's degree in Finance or related field,Financial analysis; Client relationship management; Market research,English; French,"€30,000 - €35,000","As a V.I.E Junior FIG Coverage Support, you will assist in the coverage of Financial Institutions clients, providing support to senior bankers in their daily activities.",https://skema.jobteaser.com/en/job-offers/b3ed76f8-63f8-42a6-bb52-49f946a0a80b-societe-generale-v-i-e-junior-fig-coverage-support
VIE - Chargé(e) de Marketing en Électricité H/F,TotalEnergies,États-Unis,VIE,Not specified,Master's degree in Marketing or related field,Marketing strategy; Project management; Analytical skills,English; French,Not specified,TotalEnergies is looking for a VIE - Chargé(e) de Marketing en Électricité H/F to join our team in the United States. The role involves developing marketing strategies and managing projects related to electricity services.,https://skema.jobteaser.com/en/job-offers/58b165cc-e555-43c6-afda-c3024a4a5622-totalenergies-vie-_-charge-e-de-marketing-en-electricite-h-f-_etats-unis
VIE - Ingénieur Support aux Opérations de Forage H/F,TotalEnergies,"Danermak, Esbjerg",VIE,Not specified,Master's degree in Engineering or related field,Strong analytical skills; Problem-solving abilities; Knowledge of drilling operations,English; Danish,Not specified,"The role involves providing support to drilling operations, ensuring the efficiency and safety of the processes.",https://skema.jobteaser.com/en/job-offers/75aa7a09-342d-42a7-b6c8-aa6fd2752d15-totalenergies-vie-_-ingenieur-support-aux-operations-de-forage-h-f-_-danermak-esbjerg
Sales Manager,TotalEnergies,France,VIE,2023-10-01,Bachelor's degree in Business or related field,Sales strategy development; Client relationship management; Market analysis,English; French,Not specified,"As a Sales Manager at TotalEnergies, you will be responsible for managing client relationships and driving sales growth in the region. You will work closely with the marketing and product teams to develop strategies that align with company goals.",https://skema.jobteaser.com/en/job-offers/0cdefdb9-4268-4b8a-8576-558798e67992-totalenergies-vie-sales-manager
V.I.E Technical Software Developer,Société Générale,"Paris, France",V.I.E,October 2023,Master's degree in Computer Science or related field,Java; Python; SQL; Agile methodologies,English; French,Not specified,"As a V.I.E Technical Software Developer, you will be involved in the development and maintenance of software applications. You will work closely with the development team to ensure high-quality software delivery.",https://skema.jobteaser.com/en/job-offers/c3bfca9e-0499-433c-9fee-4693d595911a-societe-generale-v-i-e-technical-software-developer
V.I.E Operations Coordinator,Société Générale,"Paris, France",V.I.E,2023-10-01,Bachelor's degree in Finance or related field,Analytical skills; Attention to detail; Teamwork; Communication skills,English; French,"€30,000 - €35,000","As an Operations Coordinator, you will be responsible for supporting the operational activities of the team, ensuring compliance with internal policies and procedures, and contributing to the overall efficiency of the operations.",https://skema.jobteaser.com/en/job-offers/311f7c1d-b1a4-4837-a7a8-a95692b9dc46-societe-generale-v-i-e-operations-coordinator
